갔곸_Noun,1
갔궄_Noun,1
갔냑_Noun,1
갔냨_Noun,1
갔넹_Noun,2
갔느_Noun,2
갔느넫_Noun,1
갔늬_Noun,2
갔닌_Noun,1
갔다왓으_Noun,1
갔닼_Noun,4
갔댜_Noun,1
갔더닠_Noun,2
갔슬_Noun,1
갔슬때_Noun,1
갔엇_Noun,2
갔었짘_Noun,1
갔엌_Noun,15
갔엏_Noun,1
갔으닠_Noun,1
갔으먄_Noun,1
갔으몀_Noun,2
갔으묜_Noun,1
갔졍_Noun,1
강_Noun,5078
강가_Noun,188
강간_Noun,9008
강간미수_Noun,1
강간범_Noun,5742
강간죄_Noun,2
강걔_Noun,1
강건_Noun,3
강경_Noun,39
강계_Noun,1
강골_Noun,1
강공_Noun,1
강관_Noun,1
강구_Noun,22
강국_Noun,29
강권_Noun,6
강기_Noun,12
강기문_Noun,1
강김_Noun,10
강남_Noun,353
강남구_Noun,8
강남대로_Noun,2
강남역_Noun,1
강낭콩_Noun,7
강냉이_Noun,3
강녕_Noun,2
강단_Noun,94
강달_Noun,1
강당_Noun,44
강대_Noun,36
강대국_Noun,7
강대성_Noun,5
강도_Noun,359
강독_Noun,9
강동_Noun,76
강동구_Noun,2
강동원_Noun,20
강두_Noun,2
강둑_Noun,3
강등_Noun,12
강려_Noun,6
강려크_Noun,1
강력_Noun,113
강력범죄_Noun,1
강렬_Noun,9
강령_Noun,9
강루상_Noun,1
강류_Noun,1
강릉_Noun,19
강릉공_Noun,1
강릉시_Noun,1
강리_Noun,1
강림_Noun,26
강막_Noun,1
강매_Noun,3
강모_Noun,5
강무_Noun,5
강물_Noun,317
강미_Noun,6
강민혁_Noun,1
강바람_Noun,1
강박_Noun,439
강박장애_Noun,3
강박증_Noun,6
강변_Noun,65
강병_Noun,7
강보_Noun,7
강봉_Noun,7
강북_Noun,8
